"_id","_labels","chrom","encode_id","end","ensembl_id","name","start","_start","_end","_type","corr","expression","signal"
"1883",":H3K27ac:Merged:Peak","chr11","","104971653","","peak_168568","104971502",,,,,,
"1884",":H3K27ac:Merged:Peak","chr11","","104975496","","peak_168569","104975222",,,,,,
"1885",":H3K27ac:Merged:Peak","chr11","","104977454","","peak_168570","104977322",,,,,,
"1886",":H3K27ac:Merged:Peak","chr11","","104978659","","peak_168571","104978381",,,,,,
"1887",":H3K27ac:Merged:Peak","chr11","","104979596","","peak_168572","104979421",,,,,,
"1888",":H3K27ac:Merged:Peak","chr11","","104981667","","peak_168573","104981442",,,,,,
"1889",":H3K27ac:Merged:Peak","chr11","","104987133","","peak_168574","104986923",,,,,,
"1890",":H3K27ac:Merged:Peak","chr11","","104992856","","peak_168575","104992152",,,,,,
"1891",":H3K27ac:Merged:Peak","chr11","","104994130","","peak_168576","104993064",,,,,,
"1892",":H3K27ac:Merged:Peak","chr11","","105000742","","peak_168577","105000339",,,,,,
"1893",":H3K27ac:Merged:Peak","chr11","","105001013","","peak_168578","105000782",,,,,,
"1894",":H3K27ac:Merged:Peak","chr11","","105002948","","peak_168579","105002816",,,,,,
"1895",":H3K27ac:Merged:Peak","chr11","","105005657","","peak_168580","105005470",,,,,,
"1896",":H3K27ac:Merged:Peak","chr11","","105012665","","peak_168581","105012401",,,,,,
"1897",":H3K27ac:Merged:Peak","chr11","","105016376","","peak_168582","105016244",,,,,,
"1898",":H3K27ac:Merged:Peak","chr11","","105024115","","peak_168583","105022311",,,,,,
"1899",":H3K27ac:Merged:Peak","chr11","","105024466","","peak_168584","105024173",,,,,,
"1900",":H3K27ac:Merged:Peak","chr11","","105025113","","peak_168585","105024826",,,,,,
"1901",":H3K27ac:Merged:Peak","chr11","","105026391","","peak_168586","105026121",,,,,,
"1902",":H3K27ac:Merged:Peak","chr11","","105026814","","peak_168587","105026444",,,,,,
"1903",":H3K27ac:Merged:Peak","chr11","","105028180","","peak_168588","105027707",,,,,,
"1904",":H3K27ac:Merged:Peak","chr11","","105028943","","peak_168589","105028563",,,,,,
"1905",":H3K27ac:Merged:Peak","chr11","","105029446","","peak_168590","105029229",,,,,,
"1906",":H3K27ac:Merged:Peak","chr11","","105031451","","peak_168591","105031061",,,,,,
"1907",":H3K27ac:Merged:Peak","chr11","","105032016","","peak_168592","105031734",,,,,,
"1908",":H3K27ac:Merged:Peak","chr11","","105037708","","peak_168593","105032414",,,,,,
"1909",":H3K27ac:Merged:Peak","chr11","","105038116","","peak_168594","105037833",,,,,,
"1910",":H3K27ac:Merged:Peak","chr11","","105040807","","peak_168595","105040598",,,,,,
"1911",":H3K27ac:Merged:Peak","chr11","","105041372","","peak_168596","105041223",,,,,,
"1912",":H3K27ac:Merged:Peak","chr11","","105042345","","peak_168597","105041499",,,,,,
"1913",":H3K27ac:Merged:Peak","chr11","","105049753","","peak_168598","105042392",,,,,,
"1914",":H3K27ac:Merged:Peak","chr11","","105051747","","peak_168599","105051523",,,,,,
"1915",":H3K27ac:Merged:Peak","chr11","","105052215","","peak_168600","105051978",,,,,,
"1916",":H3K27ac:Merged:Peak","chr11","","105056488","","peak_168601","105056356",,,,,,
"1917",":H3K27ac:Merged:Peak","chr11","","105056986","","peak_168602","105056578",,,,,,
"1918",":H3K27ac:Merged:Peak","chr11","","105063942","","peak_168603","105062788",,,,,,
"1919",":H3K27ac:Merged:Peak","chr11","","105064469","","peak_168604","105063996",,,,,,
"1920",":H3K27ac:Merged:Peak","chr11","","105069271","","peak_168605","105069058",,,,,,
"1921",":H3K27ac:Merged:Peak","chr11","","105071832","","peak_168606","105070091",,,,,,
"1922",":H3K27ac:Merged:Peak","chr11","","105074305","","peak_168607","105073844",,,,,,
"1923",":H3K27ac:Merged:Peak","chr11","","105077794","","peak_168608","105077373",,,,,,
"1924",":H3K27ac:Merged:Peak","chr11","","105078734","","peak_168609","105077991",,,,,,
"1925",":H3K27ac:Merged:Peak","chr11","","105079122","","peak_168610","105078909",,,,,,
"1926",":H3K27ac:Merged:Peak","chr11","","105079733","","peak_168611","105079455",,,,,,
"1927",":H3K27ac:Merged:Peak","chr11","","105081620","","peak_168612","105079961",,,,,,
"1928",":H3K27ac:Merged:Peak","chr11","","105081943","","peak_168613","105081680",,,,,,
"1929",":H3K27ac:Merged:Peak","chr11","","105087146","","peak_168614","105086928",,,,,,
"1930",":H3K27ac:Merged:Peak","chr11","","105093697","","peak_168615","105092067",,,,,,
"1931",":H3K27ac:Merged:Peak","chr11","","105099764","","peak_168616","105099523",,,,,,
"1932",":H3K27ac:Merged:Peak","chr11","","105101887","","peak_168617","105099837",,,,,,
"1933",":H3K27ac:Merged:Peak","chr11","","105108825","","peak_168618","105108316",,,,,,
"1934",":H3K27ac:Merged:Peak","chr11","","105111583","","peak_168619","105108888",,,,,,
"1935",":H3K27ac:Merged:Peak","chr11","","105111837","","peak_168620","105111599",,,,,,
"1936",":H3K27ac:Merged:Peak","chr11","","105112154","","peak_168621","105111845",,,,,,
"1937",":H3K27ac:Merged:Peak","chr11","","105115644","","peak_168622","105115213",,,,,,
"1938",":H3K27ac:Merged:Peak","chr11","","105121016","","peak_168623","105120631",,,,,,
"1939",":H3K27ac:Merged:Peak","chr11","","105130568","","peak_168624","105130186",,,,,,
"1940",":H3K27ac:Merged:Peak","chr11","","105131663","","peak_168625","105130727",,,,,,
"1941",":H3K27ac:Merged:Peak","chr11","","105134614","","peak_168626","105131948",,,,,,
"1942",":H3K27ac:Merged:Peak","chr11","","105135082","","peak_168627","105134950",,,,,,
"1943",":H3K27ac:Merged:Peak","chr11","","105138273","","peak_168628","105136848",,,,,,
"1944",":H3K27ac:Merged:Peak","chr11","","105139520","","peak_168629","105139253",,,,,,
"1945",":H3K27ac:Merged:Peak","chr11","","105139972","","peak_168630","105139668",,,,,,
"1946",":H3K27ac:Merged:Peak","chr11","","105143489","","peak_168631","105141387",,,,,,
"1947",":H3K27ac:Merged:Peak","chr11","","105144904","","peak_168632","105144458",,,,,,
"1948",":H3K27ac:Merged:Peak","chr11","","105145905","","peak_168633","105145020",,,,,,
"1949",":H3K27ac:Merged:Peak","chr11","","105146488","","peak_168634","105146356",,,,,,
"1950",":H3K27ac:Merged:Peak","chr11","","105150565","","peak_168635","105150322",,,,,,
"1951",":H3K27ac:Merged:Peak","chr11","","105153437","","peak_168636","105151417",,,,,,
"1952",":H3K27ac:Merged:Peak","chr11","","105156787","","peak_168637","105155765",,,,,,
"1953",":H3K27ac:Merged:Peak","chr11","","105157487","","peak_168638","105157160",,,,,,
"1954",":H3K27ac:Merged:Peak","chr11","","105158196","","peak_168639","105157712",,,,,,
"1955",":H3K27ac:Merged:Peak","chr11","","105159733","","peak_168640","105159565",,,,,,
"1956",":H3K27ac:Merged:Peak","chr11","","105163234","","peak_168641","105163056",,,,,,
"1957",":H3K27ac:Merged:Peak","chr11","","105164885","","peak_168642","105163822",,,,,,
"1958",":H3K27ac:Merged:Peak","chr11","","105168795","","peak_168643","105168190",,,,,,
"1959",":H3K27ac:Merged:Peak","chr11","","105172353","","peak_168644","105172124",,,,,,
"1960",":H3K27ac:Merged:Peak","chr11","","105178982","","peak_168645","105177162",,,,,,
"1961",":H3K27ac:Merged:Peak","chr11","","105180514","","peak_168646","105179505",,,,,,
"1962",":H3K27ac:Merged:Peak","chr11","","105183470","","peak_168647","105180640",,,,,,
"1963",":H3K27ac:Merged:Peak","chr11","","105188560","","peak_168648","105188342",,,,,,
"1964",":H3K27ac:Merged:Peak","chr11","","105189719","","peak_168649","105189093",,,,,,
"1965",":H3K27ac:Merged:Peak","chr11","","105190992","","peak_168650","105189857",,,,,,
"1966",":H3K27ac:Merged:Peak","chr11","","105193349","","peak_168651","105193217",,,,,,
"1967",":H3K27ac:Merged:Peak","chr11","","105201311","","peak_168652","105200543",,,,,,
"1968",":H3K27ac:Merged:Peak","chr11","","105203842","","peak_168653","105201340",,,,,,
"1969",":H3K27ac:Merged:Peak","chr11","","105204166","","peak_168654","105203868",,,,,,
"1970",":H3K27ac:Merged:Peak","chr11","","105207426","","peak_168655","105206866",,,,,,
"1971",":H3K27ac:Merged:Peak","chr11","","105211784","","peak_168656","105211375",,,,,,
"1972",":H3K27ac:Merged:Peak","chr11","","105212824","","peak_168657","105211990",,,,,,
"1973",":H3K27ac:Merged:Peak","chr11","","105216505","","peak_168658","105216145",,,,,,
"1974",":H3K27ac:Merged:Peak","chr11","","105219497","","peak_168659","105219365",,,,,,
"1975",":H3K27ac:Merged:Peak","chr11","","105221263","","peak_168660","105219587",,,,,,
"1976",":H3K27ac:Merged:Peak","chr11","","105228988","","peak_168661","105224627",,,,,,
"1977",":H3K27ac:Merged:Peak","chr11","","105229415","","peak_168662","105229032",,,,,,
"1978",":H3K27ac:Merged:Peak","chr11","","105230120","","peak_168663","105229582",,,,,,
"1979",":H3K27ac:Merged:Peak","chr11","","105230605","","peak_168664","105230370",,,,,,
"1980",":H3K27ac:Merged:Peak","chr11","","105230945","","peak_168665","105230746",,,,,,
"1981",":H3K27ac:Merged:Peak","chr11","","105231260","","peak_168666","105230954",,,,,,
"1982",":H3K27ac:Merged:Peak","chr11","","105231791","","peak_168667","105231590",,,,,,
"1983",":H3K27ac:Merged:Peak","chr11","","105236334","","peak_168668","105235969",,,,,,
"1984",":H3K27ac:Merged:Peak","chr11","","105237441","","peak_168669","105236862",,,,,,
"1985",":H3K27ac:Merged:Peak","chr11","","105237812","","peak_168670","105237571",,,,,,
"1986",":H3K27ac:Merged:Peak","chr11","","105239803","","peak_168671","105239671",,,,,,
"1987",":H3K27ac:Merged:Peak","chr11","","105242294","","peak_168672","105242093",,,,,,
"1988",":H3K27ac:Merged:Peak","chr11","","105246301","","peak_168673","105242894",,,,,,
"1989",":H3K27ac:Merged:Peak","chr11","","105249197","","peak_168674","105249065",,,,,,
"1990",":H3K27ac:Merged:Peak","chr11","","105249658","","peak_168675","105249430",,,,,,
"1991",":H3K27ac:Merged:Peak","chr11","","105252255","","peak_168676","105251925",,,,,,
"1992",":H3K27ac:Merged:Peak","chr11","","105258248","","peak_168677","105258049",,,,,,
"1993",":H3K27ac:Merged:Peak","chr11","","105261281","","peak_168678","105260991",,,,,,
"1994",":H3K27ac:Merged:Peak","chr11","","105261620","","peak_168679","105261415",,,,,,
"1995",":H3K27ac:Merged:Peak","chr11","","105266049","","peak_168680","105265713",,,,,,
"1996",":H3K27ac:Merged:Peak","chr11","","105266477","","peak_168681","105266282",,,,,,
"1997",":H3K27ac:Merged:Peak","chr11","","105269080","","peak_168682","105267817",,,,,,
"1998",":H3K27ac:Merged:Peak","chr11","","105269483","","peak_168683","105269246",,,,,,
"1999",":H3K27ac:Merged:Peak","chr11","","105270967","","peak_168684","105270741",,,,,,
"2000",":H3K27ac:Merged:Peak","chr11","","105284365","","peak_168685","105284057",,,,,,
"2001",":H3K27ac:Merged:Peak","chr11","","105286023","","peak_168686","105285748",,,,,,
"2002",":H3K27ac:Merged:Peak","chr11","","105296629","","peak_168687","105296497",,,,,,
"2003",":H3K27ac:Merged:Peak","chr11","","105297701","","peak_168688","105296746",,,,,,
"2004",":H3K27ac:Merged:Peak","chr11","","105299108","","peak_168689","105297741",,,,,,
"2005",":H3K27ac:Merged:Peak","chr11","","105299990","","peak_168690","105299810",,,,,,
"2006",":H3K27ac:Merged:Peak","chr11","","105300772","","peak_168691","105300578",,,,,,
"2007",":H3K27ac:Merged:Peak","chr11","","105301745","","peak_168692","105301546",,,,,,
"2008",":H3K27ac:Merged:Peak","chr11","","105302686","","peak_168693","105301894",,,,,,
"2009",":H3K27ac:Merged:Peak","chr11","","105309214","","peak_168694","105308947",,,,,,
"2010",":H3K27ac:Merged:Peak","chr11","","105310952","","peak_168695","105310710",,,,,,
"2011",":H3K27ac:Merged:Peak","chr11","","105324611","","peak_168696","105324138",,,,,,
"2012",":H3K27ac:Merged:Peak","chr11","","105327021","","peak_168697","105326816",,,,,,
"2013",":H3K27ac:Merged:Peak","chr11","","105328811","","peak_168698","105328601",,,,,,
"2014",":H3K27ac:Merged:Peak","chr11","","105333291","","peak_168699","105332860",,,,,,
"2015",":H3K27ac:Merged:Peak","chr11","","105334084","","peak_168700","105333791",,,,,,
"2016",":H3K27ac:Merged:Peak","chr11","","105352416","","peak_168701","105352146",,,,,,
"2017",":H3K27ac:Merged:Peak","chr11","","105356660","","peak_168702","105356465",,,,,,
"2018",":H3K27ac:Merged:Peak","chr11","","105357208","","peak_168703","105356731",,,,,,
"2019",":H3K27ac:Merged:Peak","chr11","","105357579","","peak_168704","105357384",,,,,,
"2020",":H3K27ac:Merged:Peak","chr11","","105357978","","peak_168705","105357723",,,,,,
"2021",":H3K27ac:Merged:Peak","chr11","","105359748","","peak_168706","105359349",,,,,,
"2022",":H3K27ac:Merged:Peak","chr11","","105369179","","peak_168707","105368851",,,,,,
"2023",":H3K27ac:Merged:Peak","chr11","","105372594","","peak_168708","105372353",,,,,,
"2024",":H3K27ac:Merged:Peak","chr11","","105390011","","peak_168709","105389750",,,,,,
"2025",":H3K27ac:Merged:Peak","chr11","","105390717","","peak_168710","105390274",,,,,,
"2026",":H3K27ac:Merged:Peak","chr11","","105391626","","peak_168711","105391494",,,,,,
"2027",":H3K27ac:Merged:Peak","chr11","","105393068","","peak_168712","105392900",,,,,,
"2028",":H3K27ac:Merged:Peak","chr11","","105395109","","peak_168713","105394863",,,,,,
"2029",":H3K27ac:Merged:Peak","chr11","","105418104","","peak_168714","105417893",,,,,,
"2030",":H3K27ac:Merged:Peak","chr11","","105421233","","peak_168715","105421101",,,,,,
"2031",":H3K27ac:Merged:Peak","chr11","","105424808","","peak_168716","105424609",,,,,,
"2032",":H3K27ac:Merged:Peak","chr11","","105429969","","peak_168717","105429391",,,,,,
"2033",":H3K27ac:Merged:Peak","chr11","","105431160","","peak_168718","105430511",,,,,,
"2034",":H3K27ac:Merged:Peak","chr11","","105432656","","peak_168719","105432361",,,,,,
"2035",":H3K27ac:Merged:Peak","chr11","","105433786","","peak_168720","105433578",,,,,,
"2036",":H3K27ac:Merged:Peak","chr11","","105455016","","peak_168721","105454817",,,,,,
"2037",":H3K27ac:Merged:Peak","chr11","","105455807","","peak_168722","105455469",,,,,,
"2038",":H3K27ac:Merged:Peak","chr11","","105461096","","peak_168723","105460838",,,,,,
"2039",":H3K27ac:Merged:Peak","chr11","","105469305","","peak_168724","105469041",,,,,,
"2040",":H3K27ac:Merged:Peak","chr11","","105489977","","peak_168725","105488723",,,,,,
"2041",":H3K27ac:Merged:Peak","chr11","","105490608","","peak_168726","105490374",,,,,,
"2042",":H3K27ac:Merged:Peak","chr11","","105493148","","peak_168727","105492902",,,,,,
"2043",":H3K27ac:Merged:Peak","chr11","","105494392","","peak_168728","105494193",,,,,,
"2044",":H3K27ac:Merged:Peak","chr11","","105503403","","peak_168729","105503062",,,,,,
"2045",":H3K27ac:Merged:Peak","chr11","","105515529","","peak_168730","105515112",,,,,,
"2046",":H3K27ac:Merged:Peak","chr11","","105517310","","peak_168731","105517071",,,,,,
"2047",":H3K27ac:Merged:Peak","chr11","","105517760","","peak_168732","105517526",,,,,,
"2048",":H3K27ac:Merged:Peak","chr11","","105521221","","peak_168733","105520671",,,,,,
"2049",":H3K27ac:Merged:Peak","chr11","","105524795","","peak_168734","105524301",,,,,,
"2050",":H3K27ac:Merged:Peak","chr11","","105525011","","peak_168735","105524798",,,,,,
"2051",":H3K27ac:Merged:Peak","chr11","","105548930","","peak_168736","105548579",,,,,,
"2052",":H3K27ac:Merged:Peak","chr11","","105563064","","peak_168737","105562859",,,,,,
"2053",":H3K27ac:Merged:Peak","chr11","","105569861","","peak_168738","105569613",,,,,,
"2054",":H3K27ac:Merged:Peak","chr11","","105572823","","peak_168739","105572691",,,,,,
"2055",":H3K27ac:Merged:Peak","chr11","","105577875","","peak_168740","105577509",,,,,,
"2056",":H3K27ac:Merged:Peak","chr11","","105578429","","peak_168741","105577964",,,,,,
"2057",":H3K27ac:Merged:Peak","chr11","","105579093","","peak_168742","105578807",,,,,,
"2058",":H3K27ac:Merged:Peak","chr11","","105579738","","peak_168743","105579248",,,,,,
"2059",":H3K27ac:Merged:Peak","chr11","","105581161","","peak_168744","105580858",,,,,,
"2060",":H3K27ac:Merged:Peak","chr11","","105582688","","peak_168745","105582520",,,,,,
"2061",":H3K27ac:Merged:Peak","chr11","","105583107","","peak_168746","105582823",,,,,,
"2062",":H3K27ac:Merged:Peak","chr11","","105586491","","peak_168747","105586237",,,,,,
"2063",":H3K27ac:Merged:Peak","chr11","","105588711","","peak_168748","105587595",,,,,,
"2064",":H3K27ac:Merged:Peak","chr11","","105597759","","peak_168749","105597610",,,,,,
"2065",":H3K27ac:Merged:Peak","chr11","","105607799","","peak_168750","105607585",,,,,,
"2066",":H3K27ac:Merged:Peak","chr11","","105617088","","peak_168751","105608833",,,,,,
"2067",":H3K27ac:Merged:Peak","chr11","","105619259","","peak_168752","105617289",,,,,,
"2068",":H3K27ac:Merged:Peak","chr11","","105627338","","peak_168753","105627206",,,,,,
"2069",":H3K27ac:Merged:Peak","chr11","","105627753","","peak_168754","105627546",,,,,,
"2070",":H3K27ac:Merged:Peak","chr11","","105628755","","peak_168755","105628372",,,,,,
"2071",":H3K27ac:Merged:Peak","chr11","","105630079","","peak_168756","105629544",,,,,,
"2072",":H3K27ac:Merged:Peak","chr11","","105631209","","peak_168757","105630894",,,,,,
"2073",":H3K27ac:Merged:Peak","chr11","","105631846","","peak_168758","105631522",,,,,,
"2074",":H3K27ac:Merged:Peak","chr11","","105634076","","peak_168759","105633789",,,,,,
"2075",":H3K27ac:Merged:Peak","chr11","","105637045","","peak_168760","105636838",,,,,,
"2076",":H3K27ac:Merged:Peak","chr11","","105641905","","peak_168761","105641693",,,,,,
"2077",":H3K27ac:Merged:Peak","chr11","","105644059","","peak_168762","105643927",,,,,,
"2078",":H3K27ac:Merged:Peak","chr11","","105645637","","peak_168763","105644740",,,,,,
"2079",":H3K27ac:Merged:Peak","chr11","","105648913","","peak_168764","105648703",,,,,,
"2080",":H3K27ac:Merged:Peak","chr11","","105656826","","peak_168765","105656508",,,,,,
"2081",":H3K27ac:Merged:Peak","chr11","","105662824","","peak_168766","105662419",,,,,,
"2082",":H3K27ac:Merged:Peak","chr11","","105665095","","peak_168767","105664618",,,,,,
"2083",":H3K27ac:Merged:Peak","chr11","","105680165","","peak_168768","105679966",,,,,,
"2084",":H3K27ac:Merged:Peak","chr11","","105681047","","peak_168769","105680830",,,,,,
"2085",":H3K27ac:Merged:Peak","chr11","","105684988","","peak_168770","105684776",,,,,,
"2086",":H3K27ac:Merged:Peak","chr11","","105695334","","peak_168771","105695102",,,,,,
"2087",":H3K27ac:Merged:Peak","chr11","","105701253","","peak_168772","105700612",,,,,,
"2088",":H3K27ac:Merged:Peak","chr11","","105701716","","peak_168773","105701427",,,,,,
"2089",":H3K27ac:Merged:Peak","chr11","","105704311","","peak_168774","105704061",,,,,,
"2090",":H3K27ac:Merged:Peak","chr11","","105705687","","peak_168775","105705471",,,,,,
"2091",":H3K27ac:Merged:Peak","chr11","","105710981","","peak_168776","105710685",,,,,,
"2092",":H3K27ac:Merged:Peak","chr11","","105712678","","peak_168777","105712331",,,,,,
"2093",":H3K27ac:Merged:Peak","chr11","","105713697","","peak_168778","105713172",,,,,,
"2094",":H3K27ac:Merged:Peak","chr11","","105713927","","peak_168779","105713721",,,,,,
"2095",":H3K27ac:Merged:Peak","chr11","","105717243","","peak_168780","105716993",,,,,,
"2096",":H3K27ac:Merged:Peak","chr11","","105720443","","peak_168781","105718143",,,,,,
"2097",":H3K27ac:Merged:Peak","chr11","","105734932","","peak_168782","105734728",,,,,,
"2098",":H3K27ac:Merged:Peak","chr11","","105737769","","peak_168783","105737493",,,,,,
"2099",":H3K27ac:Merged:Peak","chr11","","105738055","","peak_168784","105737822",,,,,,
"2100",":H3K27ac:Merged:Peak","chr11","","105739353","","peak_168785","105738852",,,,,,
"2101",":H3K27ac:Merged:Peak","chr11","","105742475","","peak_168786","105741150",,,,,,
"2102",":H3K27ac:Merged:Peak","chr11","","105744593","","peak_168787","105744388",,,,,,
"2103",":H3K27ac:Merged:Peak","chr11","","105746084","","peak_168788","105745221",,,,,,
"2104",":H3K27ac:Merged:Peak","chr11","","105754396","","peak_168789","105753923",,,,,,
"2105",":H3K27ac:Merged:Peak","chr11","","105757479","","peak_168790","105756923",,,,,,
"2106",":H3K27ac:Merged:Peak","chr11","","105764861","","peak_168791","105764449",,,,,,
"2107",":H3K27ac:Merged:Peak","chr11","","105766460","","peak_168792","105766157",,,,,,
"2108",":H3K27ac:Merged:Peak","chr11","","105766931","","peak_168793","105766668",,,,,,
"2109",":H3K27ac:Merged:Peak","chr11","","105769220","","peak_168794","105769025",,,,,,
"2110",":H3K27ac:Merged:Peak","chr11","","105772557","","peak_168795","105772190",,,,,,
"2111",":H3K27ac:Merged:Peak","chr11","","105773375","","peak_168796","105773091",,,,,,
"2112",":H3K27ac:Merged:Peak","chr11","","105773704","","peak_168797","105773463",,,,,,
"2113",":H3K27ac:Merged:Peak","chr11","","105775020","","peak_168798","105774655",,,,,,
"2114",":H3K27ac:Merged:Peak","chr11","","105781372","","peak_168799","105781026",,,,,,
"2115",":H3K27ac:Merged:Peak","chr11","","105782110","","peak_168800","105781912",,,,,,
"2116",":H3K27ac:Merged:Peak","chr11","","105783440","","peak_168801","105783238",,,,,,
"2117",":H3K27ac:Merged:Peak","chr11","","105784998","","peak_168802","105783475",,,,,,
"2118",":H3K27ac:Merged:Peak","chr11","","105787267","","peak_168803","105786446",,,,,,
"2119",":H3K27ac:Merged:Peak","chr11","","105787781","","peak_168804","105787570",,,,,,
"2120",":H3K27ac:Merged:Peak","chr11","","105789945","","peak_168805","105789654",,,,,,
"2121",":H3K27ac:Merged:Peak","chr11","","105792136","","peak_168806","105790499",,,,,,
"2122",":H3K27ac:Merged:Peak","chr11","","105795586","","peak_168807","105795266",,,,,,
"2123",":H3K27ac:Merged:Peak","chr11","","105799953","","peak_168808","105799680",,,,,,
"2124",":H3K27ac:Merged:Peak","chr11","","105802431","","peak_168809","105801912",,,,,,
"2125",":H3K27ac:Merged:Peak","chr11","","105805555","","peak_168810","105805304",,,,,,
"2126",":H3K27ac:Merged:Peak","chr11","","105806856","","peak_168811","105806490",,,,,,
"2127",":H3K27ac:Merged:Peak","chr11","","105815721","","peak_168812","105815522",,,,,,
"2128",":H3K27ac:Merged:Peak","chr11","","105818814","","peak_168813","105818603",,,,,,
"2129",":H3K27ac:Merged:Peak","chr11","","105821556","","peak_168814","105821197",,,,,,
"2130",":H3K27ac:Merged:Peak","chr11","","105823897","","peak_168815","105823199",,,,,,
"2131",":H3K27ac:Merged:Peak","chr11","","105825480","","peak_168816","105823946",,,,,,
"2132",":H3K27ac:Merged:Peak","chr11","","105832463","","peak_168817","105832295",,,,,,
"2133",":H3K27ac:Merged:Peak","chr11","","105835017","","peak_168818","105834699",,,,,,
"2134",":H3K27ac:Merged:Peak","chr11","","105839416","","peak_168819","105839086",,,,,,
"2135",":H3K27ac:Merged:Peak","chr11","","105842861","","peak_168820","105842576",,,,,,
"2136",":H3K27ac:Merged:Peak","chr11","","105851731","","peak_168821","105851563",,,,,,
"2137",":H3K27ac:Merged:Peak","chr11","","105857109","","peak_168822","105856934",,,,,,
"2138",":H3K27ac:Merged:Peak","chr11","","105861802","","peak_168823","105861597",,,,,,
"2139",":H3K27ac:Merged:Peak","chr11","","105862358","","peak_168824","105862163",,,,,,
"2140",":H3K27ac:Merged:Peak","chr11","","105862724","","peak_168825","105862466",,,,,,
"2141",":H3K27ac:Merged:Peak","chr11","","105865960","","peak_168826","105865747",,,,,,
"2142",":H3K27ac:Merged:Peak","chr11","","105867462","","peak_168827","105867192",,,,,,
"2143",":H3K27ac:Merged:Peak","chr11","","105869041","","peak_168828","105868679",,,,,,
"2144",":H3K27ac:Merged:Peak","chr11","","105871211","","peak_168829","105870318",,,,,,
"2145",":H3K27ac:Merged:Peak","chr11","","105872426","","peak_168830","105872131",,,,,,
"2146",":H3K27ac:Merged:Peak","chr11","","105880966","","peak_168831","105880697",,,,,,
"2147",":H3K27ac:Merged:Peak","chr11","","105881460","","peak_168832","105881197",,,,,,
"2148",":H3K27ac:Merged:Peak","chr11","","105891963","","peak_168833","105891647",,,,,,
"2149",":H3K27ac:Merged:Peak","chr11","","105898188","","peak_168834","105897930",,,,,,
"2150",":H3K27ac:Merged:Peak","chr11","","105900235","","peak_168835","105899446",,,,,,
"2151",":H3K27ac:Merged:Peak","chr11","","105901431","","peak_168836","105901116",,,,,,
"2152",":H3K27ac:Merged:Peak","chr11","","105903526","","peak_168837","105903189",,,,,,
"2153",":H3K27ac:Merged:Peak","chr11","","105907860","","peak_168838","105907635",,,,,,
"2154",":H3K27ac:Merged:Peak","chr11","","105910847","","peak_168839","105909850",,,,,,
"2155",":H3K27ac:Merged:Peak","chr11","","105915710","","peak_168840","105914716",,,,,,
"2156",":H3K27ac:Merged:Peak","chr11","","105916061","","peak_168841","105915826",,,,,,
"2157",":H3K27ac:Merged:Peak","chr11","","105920287","","peak_168842","105920085",,,,,,
"2158",":H3K27ac:Merged:Peak","chr11","","105920584","","peak_168843","105920452",,,,,,
"2159",":H3K27ac:Merged:Peak","chr11","","105921926","","peak_168844","105921672",,,,,,
"2160",":H3K27ac:Merged:Peak","chr11","","105923215","","peak_168845","105922883",,,,,,
"2161",":H3K27ac:Merged:Peak","chr11","","105923764","","peak_168846","105923569",,,,,,
"2162",":H3K27ac:Merged:Peak","chr11","","105924183","","peak_168847","105923815",,,,,,
"2163",":H3K27ac:Merged:Peak","chr11","","105924789","","peak_168848","105924657",,,,,,
"2164",":H3K27ac:Merged:Peak","chr11","","105930316","","peak_168849","105930174",,,,,,
"2165",":H3K27ac:Merged:Peak","chr11","","105934071","","peak_168850","105933861",,,,,,
"2166",":H3K27ac:Merged:Peak","chr11","","105938436","","peak_168851","105934493",,,,,,
"2167",":H3K27ac:Merged:Peak","chr11","","105938850","","peak_168852","105938453",,,,,,
"2168",":H3K27ac:Merged:Peak","chr11","","105940130","","peak_168853","105939898",,,,,,
"2169",":H3K27ac:Merged:Peak","chr11","","105940866","","peak_168854","105940483",,,,,,
"2170",":H3K27ac:Merged:Peak","chr11","","105941181","","peak_168855","105940979",,,,,,
"2171",":H3K27ac:Merged:Peak","chr11","","105943421","","peak_168856","105942637",,,,,,
"2172",":H3K27ac:Merged:Peak","chr11","","105946310","","peak_168857","105946019",,,,,,
"2173",":H3K27ac:Merged:Peak","chr11","","105948389","","peak_168858","105947863",,,,,,
"2174",":H3K27ac:Merged:Peak","chr11","","105949372","","peak_168859","105949108",,,,,,
"2175",":H3K27ac:Merged:Peak","chr11","","105950858","","peak_168860","105950592",,,,,,
"2176",":H3K27ac:Merged:Peak","chr11","","105952717","","peak_168861","105952522",,,,,,
"2177",":H3K27ac:Merged:Peak","chr11","","105954379","","peak_168862","105954079",,,,,,
"2178",":H3K27ac:Merged:Peak","chr11","","105958851","","peak_168863","105958598",,,,,,
"2179",":H3K27ac:Merged:Peak","chr11","","105962835","","peak_168864","105958929",,,,,,
"2180",":H3K27ac:Merged:Peak","chr11","","105965572","","peak_168865","105965346",,,,,,
"2181",":H3K27ac:Merged:Peak","chr11","","105966052","","peak_168866","105965643",,,,,,
"2182",":H3K27ac:Merged:Peak","chr11","","105968100","","peak_168867","105967836",,,,,,
"2183",":H3K27ac:Merged:Peak","chr11","","105979987","","peak_168868","105979588",,,,,,
"2184",":H3K27ac:Merged:Peak","chr12","","115103362","","peak_223140","115102483",,,,,,
"2185",":H3K27ac:Merged:Peak","chr12","","115105236","","peak_223141","115103391",,,,,,
